,Unnamed: 0,url,book,author
24,24,http://lib.ru/INPROZ/../SELINGER/r_u20_agirliknew.txt,Знакомая девчонка,Сэлинджер Джером
25,25,http://lib.ru/INPROZ/../SELINGER/textography.txt,Текстография Селинджера,Сэлинджер Джером
26,26,http://lib.ru/INPROZ/../SELINGER/http://salinger.narod.ru/index-ru.htm,"Сайт Дмитрия Кузьменко ""Все о Селинджере""",Сэлинджер Джером
27,27,http://lib.ru/INPROZ/../SELINGER/http://www.salinger.org,Официальный сайт Сэлинджера,Сэлинджер Джером
0,0,http://lib.ru/PROZA/BEK/volokola.txt,Волоколамское шоссе,Бек Александр
1,1,http://lib.ru/PROZA/BEK/assignm.txt,Новое назначение,Бек Александр
2,2,http://lib.ru/PROZA/BEK/talant.txt,Жизнь Бережкова (Талант),Бек Александр
3,3,http://lib.ru/PROZA/BEK/http://publ.lib.ru/ARCHIVES/B/BEK_Aleksandr_Al'fredovich/_Bek_A._A..html,"Александр Альфредович Бек в ""Публичной библиотеке""",Бек Александр
0,0,http://lib.ru/INOFANT/HENSLI/people.txt,...и не совсем люди,"Хенсли, Джо"
0,0,http://lib.ru/INPROZ/TREWOR/trevor.txt,Рассказы,Тревор Уильям
0,0,http://lib.ru/INOFANT/STERLING_S/legion.txt,Потерянный легион,"Стерлинг, Стивен"
0,0,http://lib.ru/INOFANT/BISSON/r_bisson_charlie_s_angels.txt,Ангелы Чарли,"Биссон, Терри"
0,0,http://lib.ru/RUSS_DETEKTIW/BEREZIN_M/copyright.txt,Copyright notice,Березин Михаил
1,1,http://lib.ru/RUSS_DETEKTIW/BEREZIN_M/kraj_n_1.txt,1. Пляска дервиша,Березин Михаил
2,2,http://lib.ru/RUSS_DETEKTIW/BEREZIN_M/kraj_2.txt,"2. Пришла беда, откуда не ждали",Березин Михаил
3,3,http://lib.ru/RUSS_DETEKTIW/BEREZIN_M/kraj_3.txt,3. Кругом - сплошная ложь,Березин Михаил
0,0,http://lib.ru/INPROZ/GASRI/glory.txt,Прикосновение к славе (engl),Гасри Вуди
0,0,http://lib.ru/INOFANT/../COLBUNCH/godslept.txt,Когда боги спали,"Коул, Аллан; Банч, Кристофер"
0,0,http://lib.ru/INOFANT/DUEJN/x-com.txt,Икс-Команда,"Дуэйн, Диана"
1,1,http://lib.ru/INOFANT/DUEJN/wizards1.txt,1. Как Стать Волшебником,"Дуэйн, Диана"
2,2,http://lib.ru/INOFANT/DUEJN/wizards2.txt,2. Глубокое волшебство,"Дуэйн, Диана"
3,3,http://lib.ru/INOFANT/DUEJN/wizards3.txt,3. Высокое волшебство,"Дуэйн, Диана"
4,4,http://lib.ru/INOFANT/DUEJN/wizards4.txt,4. Безграничное волшебство,"Дуэйн, Диана"
5,5,http://lib.ru/INOFANT/DUEJN/cops_1.txt,1. Взорванный разум,"Дуэйн, Диана"
6,6,http://lib.ru/INOFANT/DUEJN/cops_2.txt,2. Станция смерти,"Дуэйн, Диана"
7,7,http://lib.ru/INOFANT/DUEJN/cops_3.txt,3. Полнолуние,"Дуэйн, Диана"
8,8,http://lib.ru/INOFANT/DUEJN/http://www.ibmpcug.co.uk/~owls/,Сайт Дианы Дуэйн и Питера Морвуда,"Дуэйн, Диана"
9,9,http://lib.ru/INOFANT/DUEJN/http://www.youngwizards.net/YoungWizardsIntroPage.html,"Сайт ""YoungWizards.Net""","Дуэйн, Диана"
0,0,http://lib.ru/RUSSLIT/SOBOLEW/kaprem.txt,Капитальный ремонт,Соболев Леонид
1,1,http://lib.ru/RUSSLIT/SOBOLEW/zeluch.txt,Зеленый луч,Соболев Леонид
2,2,http://lib.ru/RUSSLIT/SOBOLEW/kirdiaga.txt,Рассказы капитана 2-го ранга В.Л.Кирдяги,Соболев Леонид
3,3,http://lib.ru/RUSSLIT/SOBOLEW/topuzel.txt,Топовый узел,Соболев Леонид
4,4,http://lib.ru/RUSSLIT/SOBOLEW/trpokol.txt,Третье поколение,Соболев Леонид
5,5,http://lib.ru/RUSSLIT/SOBOLEW/englman.txt,Англичанин,Соболев Леонид
6,6,http://lib.ru/RUSSLIT/SOBOLEW/mdusha.txt,Морская душа,Соболев Леонид
7,7,http://lib.ru/RUSSLIT/SOBOLEW/morocean.txt,Моря и океаны,Соболев Леонид
8,8,http://lib.ru/RUSSLIT/SOBOLEW/nochleta.txt,Ночь летнего солнцестояния,Соболев Леонид
9,9,http://lib.ru/RUSSLIT/SOBOLEW/perstni.txt,Перстни,Соболев Леонид
10,10,http://lib.ru/RUSSLIT/SOBOLEW/pslush.txt,Первый слушатель,Соболев Леонид
11,11,http://lib.ru/RUSSLIT/SOBOLEW/r_2u2.txt,"""2-у-2""",Соболев Леонид
12,12,http://lib.ru/RUSSLIT/SOBOLEW/r_allok.txt,Все нормально,Соболев Леонид
13,13,http://lib.ru/RUSSLIT/SOBOLEW/r_batalion.txt,Батальон четверых,Соболев Леонид
14,14,http://lib.ru/RUSSLIT/SOBOLEW/r_ekzamen.txt,Экзамен,Соболев Леонид
15,15,http://lib.ru/RUSSLIT/SOBOLEW/r_gruzins.txt,Грузинские сказки,Соболев Леонид
16,16,http://lib.ru/RUSSLIT/SOBOLEW/r_komandir.txt,Рождение командира,Соболев Леонид
17,17,http://lib.ru/RUSSLIT/SOBOLEW/r_kroshka.txt,Крошка,Соболев Леонид
18,18,http://lib.ru/RUSSLIT/SOBOLEW/r_nevesta.txt,Невеста,Соболев Леонид
19,19,http://lib.ru/RUSSLIT/SOBOLEW/r_otvetvr.txt,"""Ответ врагу""",Соболев Леонид
20,20,http://lib.ru/RUSSLIT/SOBOLEW/r_parikmah.txt,Парикмахер Леонард,Соболев Леонид
21,21,http://lib.ru/RUSSLIT/SOBOLEW/r_sharf.txt,Голубой шарф,Соболев Леонид
22,22,http://lib.ru/RUSSLIT/SOBOLEW/r_solovey.txt,Соловей,Соболев Леонид
23,23,http://lib.ru/RUSSLIT/SOBOLEW/r_starsina.txt,"Держись, старшина...",Соболев Леонид
24,24,http://lib.ru/RUSSLIT/SOBOLEW/r_svoevrem.txt,Своевременно или несколько позже...,Соболев Леонид
25,25,http://lib.ru/RUSSLIT/SOBOLEW/r_tatian.txt,Разведчик Татьян,Соболев Леонид
26,26,http://lib.ru/RUSSLIT/SOBOLEW/r_tucha.txt,Черная туча,Соболев Леонид
27,27,http://lib.ru/RUSSLIT/SOBOLEW/r_vlesu.txt,В лесу,Соболев Леонид
28,28,http://lib.ru/RUSSLIT/SOBOLEW/r_vospit.txt,Воспитание чувства,Соболев Леонид
29,29,http://lib.ru/RUSSLIT/SOBOLEW/r_zhelanie.txt,Одно желание,Соболев Леонид
0,0,http://lib.ru/INPROZ/ASTURIAS/asturias1_1.txt,Ураган,Астуриас Мигель
1,1,http://lib.ru/INPROZ/ASTURIAS/asturias1_2.txt,Зеленый папа,Астуриас Мигель
2,2,http://lib.ru/INPROZ/ASTURIAS/asturias2_1.txt,Глаза погребенных,Астуриас Мигель
3,3,http://lib.ru/INPROZ/ASTURIAS/wladetel.txt,Владетель сокровищ,Астуриас Мигель
4,4,http://lib.ru/INPROZ/ASTURIAS/gwatemala.txt,Гватемала,Астуриас Мигель
5,5,http://lib.ru/INPROZ/ASTURIAS/mirror.txt,Зеркало Лиды Саль,Астуриас Мигель
6,6,http://lib.ru/INPROZ/ASTURIAS/asturias0_1.txt,"Л.Осповат. Мигель Анхель Астуриас и его ""Банановая трилогия""",Астуриас Мигель
0,0,http://lib.ru/PROZA/../INPROZ/ALEJHEM/tevie.txt,Тевье-молочник,Шолом-Алейхем
1,1,http://lib.ru/PROZA/../INPROZ/ALEJHEM/shalom01.txt,С ярмарки (жизнеописание),Шолом-Алейхем
2,2,http://lib.ru/PROZA/../INPROZ/ALEJHEM/shalom02.txt,Ножик (рассказ для детей),Шолом-Алейхем
3,3,http://lib.ru/PROZA/../INPROZ/ALEJHEM/stoodin.txt,Сто один,Шолом-Алейхем
4,4,http://lib.ru/PROZA/../INPROZ/ALEJHEM/http://citycat.ru/litlib/shol_8.html,Литературная страница Шолом-Алейхема в библиотеке Бердичевского,Шолом-Алейхем
5,5,http://lib.ru/PROZA/../INPROZ/ALEJHEM/http://www.booknik.ru/reviews/fiction/?id=11201,"Рецензия ""Booknik.ru"": Шолом Алейхем. ""Записки коммивояжера"": На что похож этот фонтан?",Шолом-Алейхем
0,0,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/kladbishe.txt,"Б.Акунин, Г.Чхартишвили. Кладбищенские истории. Пер-Лашез",Акунин Борис
1,1,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/azazel.txt,1. Азазель {1876},Акунин Борис
2,2,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/gambit.txt,2. Турецкий гамбит {1877},Акунин Борис
3,3,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/leviafan.txt,3. Левиафан {1878},Акунин Борис
4,4,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/ahiles.txt,4. Смерть Ахилеса {1882},Акунин Борис
5,5,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/valet.txt,5. Пиковый валет {1886},Акунин Борис
6,6,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/dekorat.txt,6. Декоратор {1889},Акунин Борис
7,7,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin10.txt,7. Статский советник {1891},Акунин Борис
8,8,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/lub.txt,9. Любовница Смерти {1900},Акунин Борис
9,9,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/ak12.txt,10. Любовник смерти {1900},Акунин Борис
10,10,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/kolesnica.txt,"11. Алмазная колесница {1905,1878}",Акунин Борис
11,11,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/tolobas.txt,Алтын-Толобас,Акунин Борис
12,12,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin14.txt,Внеклассное чтение,Акунин Борис
13,13,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/pelagya.txt,Пелагия и белый бульдог,Акунин Борис
14,14,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/chernyjmonah.txt,Пелагия и черный монах,Акунин Борис
15,15,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin27.txt,Пелагия и красный петух,Акунин Борис
16,16,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/chaika.txt,Чайка,Акунин Борис
17,17,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin26.txt,Гамлет,Акунин Борис
18,18,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_26.txt,Зеркало Сен-Жермена,Акунин Борис
19,19,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_2000.txt,Проблема 2000,Акунин Борис
20,20,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_dary.txt,Дары Лимузины,Акунин Борис
21,21,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_east.txt,Восток и Запад,Акунин Борис
22,22,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_nevolnik.txt,Невольник чести,Акунин Борис
23,23,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_pstd.txt,Pstd,Акунин Борис
24,24,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_spasitel.txt,Спаситель Отечества,Акунин Борис
25,25,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_strast.txt,Страсть и долг,Акунин Борис
26,26,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/akunin_tefal.txt,"Тефаль, ты думаешь о нас",Акунин Борис
27,27,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/s_misima.txt,"Григорий Чхартишвили. Жизнь и смерть Юкио Мисимы, или Как уничтожить храм",Акунин Борис
28,28,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://www.akunin.ru,Борис Акунин: официальная страница,Акунин Борис
29,29,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://www.fandorin.ru/,Официальная страница Эраста Петровича,Акунин Борис
30,30,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://www.segodnya.ru/w3s.nsf/Contents/2000_164_life_text_makarkin1.html,"Интервью с Григорием Чхартишвили в ""Сегодня""",Акунин Борис
31,31,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://akunin.da.ru,Акунин (тексты книг),Акунин Борис
32,32,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://www.rapira.ru/valet.htm,http://www.rapira.ru/valet.htm,Акунин Борис
33,33,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://www.rapira.ru/decorator.htm,http://www.rapira.ru/decorator.htm,Акунин Борис
34,34,http://lib.ru/RUSS_DETEKTIW/BAKUNIN/http://www.aldebaran.ru/det/akunin/akunin.shtml,Полное собрание сочинений Бориса Акунина:,Акунин Борис
0,0,http://lib.ru/PROZA/LOUKNITSKIY_P/nisso.txt,Ниссо (роман),Лукницкий Павел
1,1,http://lib.ru/PROZA/LOUKNITSKIY_P/pamir.txt,Памир без легенд (рассказы и повести),Лукницкий Павел
2,2,http://lib.ru/PROZA/LOUKNITSKIY_P/a1_.txt,1. Acumiana. Встречи с Анной Ахматовой. T.1.,Лукницкий Павел
3,3,http://lib.ru/PROZA/LOUKNITSKIY_P/a2_.txt,2. Acumiana. Встречи с Анной Ахматовой. Т.2.,Лукницкий Павел
4,4,http://lib.ru/PROZA/LOUKNITSKIY_P/leningrad1.txt,Ленинград действует. Том 1,Лукницкий Павел
5,5,http://lib.ru/PROZA/LOUKNITSKIY_P/leningrad2.txt,Ленинград действует. Том 2,Лукницкий Павел
6,6,http://lib.ru/PROZA/LOUKNITSKIY_P/leningrad3.txt,Ленинград действует. Том 3,Лукницкий Павел
7,7,http://lib.ru/PROZA/LOUKNITSKIY_P/s_pamir.txt,Путешествия по Памиру,Лукницкий Павел
8,8,http://lib.ru/PROZA/LOUKNITSKIY_P/p_gorod_sad.txt,Город-сад,Лукницкий Павел
9,9,http://lib.ru/PROZA/LOUKNITSKIY_P/p_derewo.txt,Священное дерево,Лукницкий Павел
10,10,http://lib.ru/PROZA/LOUKNITSKIY_P/stihi.txt,Стихотворения,Лукницкий Павел
11,11,http://lib.ru/PROZA/LOUKNITSKIY_P/015_1.jpg,015_1.jpg,Лукницкий Павел
12,12,http://lib.ru/PROZA/LOUKNITSKIY_P/051_1.jpg,051_1.jpg,Лукницкий Павел
13,13,http://lib.ru/PROZA/LOUKNITSKIY_P/084_1.jpg,084_1.jpg,Лукницкий Павел
14,14,http://lib.ru/PROZA/LOUKNITSKIY_P/101_1.jpg,101_1.jpg,Лукницкий Павел
15,15,http://lib.ru/PROZA/LOUKNITSKIY_P/i030.jpg,i030.jpg,Лукницкий Павел
16,16,http://lib.ru/PROZA/LOUKNITSKIY_P/pik_im_luknickogo_zap_pamir.jpg,"Пик имени П.Н.Лукницкого, западный Памир",Лукницкий Павел
17,17,http://lib.ru/PROZA/LOUKNITSKIY_P/luknickij.jpg,Павел Николаевич Лукницкий (foto),Лукницкий Павел
18,18,http://lib.ru/PROZA/LOUKNITSKIY_P/../../CULTURE/LITSTUDY/LUKNICKAYA/luknickij.txt,Вера Лукницкая. Перед тобой земля,Лукницкий Павел
19,19,http://lib.ru/PROZA/LOUKNITSKIY_P/../LOUKNITSKIY/,Сергей Павлович Лукницкий,Лукницкий Павел
20,20,http://lib.ru/PROZA/LOUKNITSKIY_P/../../CULTURE/LITSTUDY/LUKNICKAYA/,Вера Лукницкая,Лукницкий Павел
0,0,http://lib.ru/INPROZ/../EKZUPERY/mprinc.txt,Маленький принц (пер.Н.Галь),Сент-Экзюпери Антуан
1,1,http://lib.ru/INPROZ/../EKZUPERY/mprinc_s.txt,Маленький принц (пер.А.Шаров),Сент-Экзюпери Антуан
2,2,http://lib.ru/INPROZ/../EKZUPERY/planeta.txt,Планета людей,Сент-Экзюпери Антуан
3,3,http://lib.ru/INPROZ/../EKZUPERY/nochnoypolet.txt,Ночной полет,Сент-Экзюпери Антуан
4,4,http://lib.ru/INPROZ/../EKZUPERY/volenuit.txt,Vol de nuit,Сент-Экзюпери Антуан
5,5,http://lib.ru/INPROZ/../EKZUPERY/citadel.txt,Цитадель,Сент-Экзюпери Антуан
6,6,http://lib.ru/INPROZ/../EKZUPERY/ekzuperi_mail.txt,Южный почтовый,Сент-Экзюпери Антуан
7,7,http://lib.ru/INPROZ/../EKZUPERY/ekzuperi_letter.txt,Письмо заложнику,Сент-Экзюпери Антуан
8,8,http://lib.ru/INPROZ/../EKZUPERY/http://www.angelfire.com/hi/littleprince/frames.html,In english,Сент-Экзюпери Антуан
9,9,http://lib.ru/INPROZ/../EKZUPERY/http://www.vavilon.ru/noragal/pp/,Маленький Принц на странице Норы Галь,Сент-Экзюпери Антуан
10,10,http://lib.ru/INPROZ/../EKZUPERY/http://www.risc.uni-linz.ac.at/people/hemmecke/lprince/books.html,На многих языках,Сент-Экзюпери Антуан
11,11,http://lib.ru/INPROZ/../EKZUPERY/http://members.tripod.lycos.nl/tlp/links.htm,На многих языках,Сент-Экзюпери Антуан
12,12,http://lib.ru/INPROZ/../EKZUPERY/http://libros.virtuales.org/a-exupery/principito/principito-01.shtml,"""Маленький принц"" на испанском языке",Сент-Экзюпери Антуан
0,0,http://lib.ru/PROZA/LXWOW_S/detstwo.txt,Друг моего детства,Львов Сергей
0,0,http://lib.ru/PROZA/BONDAREW/quiet.txt,Тишина,Бондарев Юрий
1,1,http://lib.ru/PROZA/BONDAREW/lastsalv.txt,Последние залпы,Бондарев Юрий
2,2,http://lib.ru/PROZA/BONDAREW/shore.txt,Берег,Бондарев Юрий
3,3,http://lib.ru/PROZA/BONDAREW/relative.txt,Родственники,Бондарев Юрий
4,4,http://lib.ru/PROZA/BONDAREW/youthcmn.txt,Юность командиров,Бондарев Юрий
5,5,http://lib.ru/PROZA/BONDAREW/bulls.txt,Быки,Бондарев Юрий
6,6,http://lib.ru/PROZA/BONDAREW/clara.txt,Клара,Бондарев Юрий
7,7,http://lib.ru/PROZA/BONDAREW/evening.txt,Поздним вечером,Бондарев Юрий
8,8,http://lib.ru/PROZA/BONDAREW/excuse.txt,"""Простите нас!""",Бондарев Юрий
9,9,http://lib.ru/PROZA/BONDAREW/game.txt,Игра,Бондарев Юрий
10,10,http://lib.ru/PROZA/BONDAREW/publicsm.txt,Публицистика,Бондарев Юрий
11,11,http://lib.ru/PROZA/BONDAREW/river.txt,Река,Бондарев Юрий
12,12,http://lib.ru/PROZA/BONDAREW/skvortso.txt,Скворцов,Бондарев Юрий
13,13,http://lib.ru/PROZA/BONDAREW/smalldog.txt,Щенок,Бондарев Юрий
14,14,http://lib.ru/PROZA/BONDAREW/steppe.txt,Степь,Бондарев Юрий
15,15,http://lib.ru/PROZA/BONDAREW/unforget.txt,Незабываемое,Бондарев Юрий
0,0,http://lib.ru/INOFANT/MILLER_J/r_bank.txt,Банк крови,"Миллер-мл, Уолтер"
0,0,http://lib.ru/PRIKL/KERAM/bogi_archeology.txt,"Боги, гробницы и ученые",Керам К.
0,0,http://lib.ru/PRIKL/WALAEW/almaz.txt,Алмаз - камень хрупкий,Валаев Рустем
0,0,http://lib.ru/PRIKL/BAHREWSKIJ/malchik.txt,Мальчик из поднебесья,Бахревский В.
0,0,http://lib.ru/INOFANT/POLWIK/r_palwick_cucumber_gravy_gu.txt,Огуречная подливка,"Полвик, Съюзан"
0,0,http://lib.ru/INOFANT/KLEJN/26-51.txt,Ад есть ад,"Клейн, Жерар"
1,1,http://lib.ru/INOFANT/KLEJN/war_gods.txt,Боги войны,"Клейн, Жерар"
2,2,http://lib.ru/INOFANT/KLEJN/gambit.txt,Звездный гамбит,"Клейн, Жерар"
3,3,http://lib.ru/INOFANT/KLEJN/time.txt,Непокорное время,"Клейн, Жерар"
4,4,http://lib.ru/INOFANT/KLEJN/26-45.txt,Планета семи масок,"Клейн, Жерар"
5,5,http://lib.ru/INOFANT/KLEJN/26-42.txt,Самые уважаемые профессии Земли...,"Клейн, Жерар"
6,6,http://lib.ru/INOFANT/KLEJN/26-44.txt,Черная магия,"Клейн, Жерар"
0,0,http://lib.ru/PRIKL/../TALES/KUKLIN/copyright.txt,Copyright notice,Куклин Лев
1,1,http://lib.ru/PRIKL/../TALES/KUKLIN/sneg.txt,"Операция ""Снег""",Куклин Лев
2,2,http://lib.ru/PRIKL/../TALES/KUKLIN/horse.txt,Год лошади,Куклин Лев
0,0,http://lib.ru/PROZA/GUBAREW/sarkofag.txt,Саркофаг,Губарев Владимир
0,0,http://lib.ru/RUFANT/SOKOLOWA/comefrom.txt,Пришедший оттуда,Соколова Наталья
0,0,http://lib.ru/FILOSOF/BEKON/nauka1.txt,1. Разделение наук,Фрэнсис Бэкон
1,1,http://lib.ru/FILOSOF/BEKON/nauka2.txt,"2. Новый Органон, или истинные указания для истолкования природы",Фрэнсис Бэкон
0,0,http://lib.ru/INPROZ/SOLDATI_M/amerika.txt,Первая любовь Америка,Сольдати Марио
0,0,http://lib.ru/PRIKL/SEMENOW_B/podvig_dlinnoyu_v_zhizn_.txt,Подвиг длиною в жизнь,Семенов Борис; Талатов Т.
0,0,http://lib.ru/SOCFANT/YAROMIN/03-09.txt,Карьера Джекоба Пинбэнка,Адам Яромин
1,1,http://lib.ru/SOCFANT/YAROMIN/26-16.txt,Вэля и мой компьютер,Адам Яромин
2,2,http://lib.ru/SOCFANT/YAROMIN/27-12.txt,Я знаю...,Адам Яромин
0,0,http://lib.ru/INOFANT/RUNOSKE/pigmej.txt,Слова пигмея,"Рюноскэ, Акутагава"
1,1,http://lib.ru/INOFANT/RUNOSKE/will.txt,Завещание,"Рюноскэ, Акутагава"
2,2,http://lib.ru/INOFANT/RUNOSKE/okna.txt,Три окна,"Рюноскэ, Акутагава"
3,3,http://lib.ru/INOFANT/RUNOSKE/bat_mush.txt,Бататовая каша,"Рюноскэ, Акутагава"
4,4,http://lib.ru/INOFANT/RUNOSKE/dev_tobc.txt,Табак и дьявол,"Рюноскэ, Акутагава"
5,5,http://lib.ru/INOFANT/RUNOSKE/fortune.txt,Счастье,"Рюноскэ, Акутагава"
6,6,http://lib.ru/INOFANT/RUNOSKE/handkerc.txt,Носовой платок,"Рюноскэ, Акутагава"
7,7,http://lib.ru/INOFANT/RUNOSKE/het_mask.txt,Маска Хеттоко,"Рюноскэ, Акутагава"
8,8,http://lib.ru/INOFANT/RUNOSKE/louses.txt,Вши,"Рюноскэ, Акутагава"
9,9,http://lib.ru/INOFANT/RUNOSKE/menzura.txt,Mensura Zoili,"Рюноскэ, Акутагава"
10,10,http://lib.ru/INOFANT/RUNOSKE/monkey.txt,Обезьяна,"Рюноскэ, Акутагава"
11,11,http://lib.ru/INOFANT/RUNOSKE/nose.txt,Нос,"Рюноскэ, Акутагава"
12,12,http://lib.ru/INOFANT/RUNOSKE/ras_gate.txt,Ворота Расемон,"Рюноскэ, Акутагава"
13,13,http://lib.ru/INOFANT/RUNOSKE/sol_hell.txt,Ад одиночества,"Рюноскэ, Акутагава"
14,14,http://lib.ru/INOFANT/RUNOSKE/thicket.txt,В чаще,"Рюноскэ, Акутагава"
15,15,http://lib.ru/INOFANT/RUNOSKE/waterman.txt,В стране водяных,"Рюноскэ, Акутагава"
16,16,http://lib.ru/INOFANT/RUNOSKE/bisej.txt,Как верил Бисэй,"Рюноскэ, Акутагава"
17,17,http://lib.ru/INOFANT/RUNOSKE/loshad.txt,Лошадиные ноги,"Рюноскэ, Акутагава"
18,18,http://lib.ru/INOFANT/RUNOSKE/4a-06.txt,"Рассказ о том, как отвалилась голова","Рюноскэ, Акутагава"
19,19,http://lib.ru/INOFANT/RUNOSKE/4a-07.txt,Кэса и Морито,"Рюноскэ, Акутагава"
20,20,http://lib.ru/INOFANT/RUNOSKE/4a-09.txt,Муки ада,"Рюноскэ, Акутагава"
21,21,http://lib.ru/INOFANT/RUNOSKE/4a-10.txt,О себе в те годы,"Рюноскэ, Акутагава"
22,22,http://lib.ru/INOFANT/RUNOSKE/4a-11.txt,Мандарины,"Рюноскэ, Акутагава"
23,23,http://lib.ru/INOFANT/RUNOSKE/4a-12.txt,Сомнение,"Рюноскэ, Акутагава"
24,24,http://lib.ru/INOFANT/RUNOSKE/4a-13.txt,Дзюриано Китискэ,"Рюноскэ, Акутагава"
25,25,http://lib.ru/INOFANT/RUNOSKE/4a-15.txt,Лук,"Рюноскэ, Акутагава"
26,26,http://lib.ru/INOFANT/RUNOSKE/4a-17.txt,Сусоноо-но микото на склоне лет,"Рюноскэ, Акутагава"
27,27,http://lib.ru/INOFANT/RUNOSKE/4a-18.txt,Нанкинский Христос,"Рюноскэ, Акутагава"
28,28,http://lib.ru/INOFANT/RUNOSKE/4a-20.txt,Подкидыш,"Рюноскэ, Акутагава"
29,29,http://lib.ru/INOFANT/RUNOSKE/4a-21.txt,Генерал,"Рюноскэ, Акутагава"
30,30,http://lib.ru/INOFANT/RUNOSKE/4a-22.txt,Усмешка богов,"Рюноскэ, Акутагава"
31,31,http://lib.ru/INOFANT/RUNOSKE/4a-23.txt,Вагонетка,"Рюноскэ, Акутагава"
32,32,http://lib.ru/INOFANT/RUNOSKE/4a-24.txt,Повесть об отплате за добро,"Рюноскэ, Акутагава"
33,33,http://lib.ru/INOFANT/RUNOSKE/4a-25.txt,Чистота о-Томи,"Рюноскэ, Акутагава"
34,34,http://lib.ru/INOFANT/RUNOSKE/4a-26.txt,О-Гин,"Рюноскэ, Акутагава"
35,35,http://lib.ru/INOFANT/RUNOSKE/4a-27.txt,Сражение обезьяны с крабом,"Рюноскэ, Акутагава"
36,36,http://lib.ru/INOFANT/RUNOSKE/4a-28.txt,Из записок Ясукити,"Рюноскэ, Акутагава"
37,37,http://lib.ru/INOFANT/RUNOSKE/4a-29.txt,Снежок,"Рюноскэ, Акутагава"
38,38,http://lib.ru/INOFANT/RUNOSKE/4a-30.txt,"Из заметок ""В связи с великим землетрясением""","Рюноскэ, Акутагава"
39,39,http://lib.ru/INOFANT/RUNOSKE/4a-31.txt,А-ба-ба-ба-ба,"Рюноскэ, Акутагава"
40,40,http://lib.ru/INOFANT/RUNOSKE/4a-32.txt,Ком земли,"Рюноскэ, Акутагава"
41,41,http://lib.ru/INOFANT/RUNOSKE/4a-33.txt,Холод,"Рюноскэ, Акутагава"
42,42,http://lib.ru/INOFANT/RUNOSKE/4a-34.txt,Десятииеновая бумажка,"Рюноскэ, Акутагава"
43,43,http://lib.ru/INOFANT/RUNOSKE/4a-36.txt,"Из ""Слов пигмея""","Рюноскэ, Акутагава"
44,44,http://lib.ru/INOFANT/RUNOSKE/4a-37.txt,"Из заметок ""Текодо""","Рюноскэ, Акутагава"
45,45,http://lib.ru/INOFANT/RUNOSKE/4a-38.txt,Зубчатые колеса,"Рюноскэ, Акутагава"
46,46,http://lib.ru/INOFANT/RUNOSKE/4a-39.txt,Жизнь идиота,"Рюноскэ, Акутагава"
47,47,http://lib.ru/INOFANT/RUNOSKE/r_swyatoj.txt,Святой,"Рюноскэ, Акутагава"
48,48,http://lib.ru/INOFANT/RUNOSKE/akutagava_haiku.txt,"Из книги ""Собрание хайку Текодо""","Рюноскэ, Акутагава"
0,0,http://lib.ru/INPROZ/STRINDBERG_A/strindberg_roda_rummet_rus.txt,Красная комната,Стриндберг Август
0,0,http://lib.ru/INPROZ/../ORWELL/animalfarm.txt,Скотный двор (пер.И.Полоцк),Оруэлл Джордж
1,1,http://lib.ru/INPROZ/../ORWELL/zferma.txt,Зверская ферма (пер.В.Прибыловский),Оруэлл Джордж
2,2,http://lib.ru/INPROZ/../ORWELL/animalfarm2.txt,Скотский уголок(пер.С.Таск),Оруэлл Джордж
